Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
133,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","4,12,11,2;12,6,1,8;8,4,11,1;9,5,1,9;11,10,5,12;11,2,5,6;10,5,4,6;12,2,9,8;9,6,4,10;2,8,10,1"
134,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,10,1,5;10,11,6,8;11,2,8,11;6,10,12,1;2,6,11,1;2,12,2,5;12,5,1,8;12,10,8,5"
135,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,8,12,5;6,10,11,5;10,6,10,2;12,9,12,11;8,11,10,12;1,2,9,5;2,1,5,9;8,6,8,1;1,6,9,2"
136,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,10,1,11;11,8,10,5;12,10,9,11;4,5,6,5;2,6,2,1;6,2,9,1;12,9,4,8;4,11,2,10;8,12,9,5;4,8,6,12"
137,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,10,8,1;11,1,2,11;12,2,5,11;2,10,11,1;8,10,8,1;12,8,5,6;12,6,12,5;10,2,5,6"
138,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,10,8,10;5,1,6,11;2,8,6,2;10,6,1,9;8,11,2,12;9,5,12,5;1,11,8,6;11,10,12,1;9,5,2,9"
139,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,1,9,5;1,8,6,1;4,11,4,9;10,8,12,6;1,2,8,11;6,9,9,5;5,12,2,5;10,4,11,2;6,4,12,10;8,10,2,11"
140,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","1,2,10,11;11,6,2,8;11,12,8,6;10,5,6,5;12,5,11,2;12,6,12,10;8,5,1,2;1,8,10,1"
141,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,10,11,9;11,9,8,9;6,1,8,12;10,6,12,8;1,11,12,2;6,2,9,5;6,11,5,1;10,1,2,8;5,12,5,10"
142,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,2,4,1;9,12,2,6;1,5,6,9;6,11,8,1;11,10,11,12;5,8,9,12;4,1,12,4;2,5,10,8;5,9,2,10;6,11,4,8"
143,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,11,8,1;5,2,10,2;12,6,11,8;1,5,6,12;12,6,2,8;10,2,12,11;8,6,1,10;11,10,1,5"
144,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,12,6,10;2,1,12,2;6,12,1,10;5,11,10,8;5,8,9,12;11,6,8,5;1,11,2,10;9,6,1,9;11,5,2,9"
145,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","9,1,12,10;1,11,10,11;11,4,5,6;8,2,8,2;2,10,2,4;12,5,8,5;9,6,11,12;9,1,12,9;1,6,5,4;8,4,6,10"
146,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,6,5,1;6,10,2,8;8,11,6,2;12,10,5,1;10,12,1,5;12,11,6,10;2,12,11,8;11,8,2,5"
147,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,11,12,11;8,10,9,1;10,8,1,2;8,5,2,9;6,2,8,6;11,12,10,11;5,6,2,12;1,6,1,5;5,9,10,9"
148,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,9,6,1;5,11,2,5;9,1,9,12;4,8,11,4;8,12,12,8;11,10,8,4;1,2,6,2;5,10,5,4;10,12,2,10;6,9,11,6"
149,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,11,1,10;5,2,8,1;6,2,12,10;11,8,10,5;6,8,12,11;6,10,5,2;12,8,2,1;5,6,11,12"
150,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,5,11,1;2,1,5,6;12,6,8,5;2,9,5,10;1,10,8,11;12,9,2,11;10,9,11,8;8,6,2,12;9,1,6,12"
151,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,8,1,8;11,5,2,4;5,4,6,4;12,10,1,10;12,8,5,12;11,2,11,2;9,1,12,8;6,4,9,6;9,2,10,6;9,1,10,5"
152,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,12,8,1;1,2,8,6;1,5,11,5;2,12,6,10;11,10,2,10;10,6,12,8;5,2,1,6;12,11,5,8"
153,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,9,2,10;2,5,10,9;8,2,12,8;5,2,9,10;10,11,6,8;11,1,6,12;9,11,12,1;8,6,11,5;1,6,1,12"
154,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,2,12,2;4,5,9,5;8,10,1,2;4,2,1,11;10,1,6,1;9,8,11,11;12,5,11,12;8,4,10,6;10,8,9,4;9,6,6,5"
155,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,6,5,8;6,5,8,12;8,10,1,11;5,10,2,1;2,6,11,5;10,2,1,11;10,11,8,6;12,2,1,12"
156,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,11,12,10;11,5,2,1;2,5,6,2;9,11,8,9;5,1,12,10;6,12,8,12;10,11,9,10;6,8,1,9;5,6,2,8"
157,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,1,11,5;2,1,6,10;11,9,12,9;8,5,12,8;6,11,6,12;10,8,10,4;1,4,10,12;2,4,5,2;1,6,9,4;8,9,2,11"
158,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,6,5,12;2,11,10,1;8,1,6,10;2,6,10,11;11,1,2,5;12,11,8,2;5,1,10,8;5,8,12,6"
159,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,9,10,1;2,8,9,10;12,9,10,11;6,8,6,2;11,1,9,5;8,10,1,6;5,2,6,1;12,11,5,12;11,8,2,12"
160,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","2,12,4,5;6,9,5,2;2,11,1,4;8,5,6,11;5,10,9,10;8,10,1,12;8,9,12,4;6,9,4,11;2,6,8,1;11,1,12,10"
161,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,2,8,11;6,2,12,1;1,1,6,11;12,2,12,6;10,8,5,11;8,5,8,11;2,12,6,5;10,10,1,10"
162,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,12,8,9;8,6,2,10;6,12,5,1;12,1,12,9;6,10,11,2;8,5,10,2;11,5,11,10;9,6,1,11;5,9,2,1"
163,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","4,2,1,8;2,6,4,6;10,11,5,10;11,5,4,1;10,2,5,12;9,11,9,1;5,8,1,8;6,12,11,9;6,12,9,4;12,10,2,8"
164,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,8,12,2;12,1,11,6;6,10,12,5;5,2,10,8;6,12,11,1;8,1,2,5;11,10,8,1;6,10,5,2"
165,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,2,6,12;10,5,9,11;12,1,8,5;9,11,1,6;2,10,12,8;2,5,9,8;5,12,8,6;10,6,1,2;11,10,1,9"
166,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,11,6,2;4,5,1,8;5,4,10,2;8,11,10,12;1,9,6,4;1,2,11,6;9,10,12,5;9,6,12,4;8,10,11,2;8,5,1,12"
167,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,10,6,10;12,8,11,5;11,1,5,6;2,6,1,12;12,10,2,8;8,2,10,5;5,12,2,11;11,6,8,1"
168,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,10,9,6;8,2,12,5;6,5,6,5;9,1,11,9;10,1,11,2;8,9,12,5;11,2,8,12;1,8,2,12;6,10,11,10"
169,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,5,1,2;8,5,4,1;11,10,9,1;12,6,5,10;8,5,10,9;12,2,8,11;11,6,1,9;11,6,4,2;10,12,6,4;4,8,9,12"
170,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","10,8,6,12;8,1,12,11;5,2,6,10;2,8,6,11;5,12,6,8;11,12,1,10;1,10,11,2;5,1,5,2"
171,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,6,10,1;10,9,2,1;1,2,11,5;2,12,5,8;11,8,10,9;2,6,5,10;8,1,12,6;8,11,9,12;6,11,12,5"
172,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,11,5,11;5,6,4,9;1,11,12,4;5,2,10,6;1,10,4,9;8,2,6,10;4,12,6,9;12,8,9,8;5,2,8,10;2,12,1,11"
173,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,6,12,11;2,12,8,2;10,6,2,6;5,2,8,10;11,12,6,1;1,12,5,10;11,10,8,5;8,5,11,1"
174,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,12,11,12;2,8,1,9;12,10,6,10;12,5,10,11;8,1,6,5;5,9,10,2;8,2,9,1;6,8,2,9;6,11,1,11"
175,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","6,2,6,8;12,4,12,4;1,9,10,1;9,10,12,10;8,11,2,11;2,1,6,5;5,9,10,5;8,2,11,9;1,5,6,4;11,8,4,12"
176,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,10,6,11;6,5,10,5;1,2,8,2;1,12,6,5;10,12,11,2;5,11,12,8;10,2,1,11;12,6,1,8"
177,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,9,10,11;1,11,12,8;8,2,9,5;10,9,11,2;8,10,1,6;11,8,1,9;5,6,10,6;12,1,5,12;2,12,5,2"
178,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,12,8,12;4,5,9,2;8,6,10,11;1,2,10,12;8,1,12,5;4,9,2,9;2,11,4,6;10,9,5,10;1,4,11,6;8,5,6,1"
179,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,10,1,11;8,5,11,10;5,6,8,12;11,10,2,11;12,8,6,5;2,1,8,2;12,6,1,12;10,1,5,6"
180,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,10,1,9;11,9,6,5;1,2,1,10;9,10,11,10;9,2,5,6;2,1,12,8;12,8,6,5;2,11,6,12;8,5,12,8"
181,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,1,2,9;8,1,5,9;1,9,2,11;10,2,11,1;10,12,10,5;4,6,12,2;12,4,5,12;10,8,11,8;4,8,4,5;6,11,9,6"
182,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,6,2,10;10,12,2,6;10,12,6,5;5,1,12,11;11,1,8,5;1,8,1,11;8,12,5,11;2,6,10,2"
183,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,11,9,8;12,5,2,6;12,6,1,8;11,9,8,9;5,10,6,10;11,1,2,9;11,2,12,5;1,12,8,2;10,5,10,1"
184,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,5,1,9;4,11,6,2;12,6,5,9;10,6,5,4;12,4,8,10;10,5,2,1;8,10,12,8;8,2,9,1;12,9,2,11;4,11,1,6"
185,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","12,2,10,8;11,1,5,1;8,5,11,10;6,12,2,1;6,8,1,12;10,6,5,2;2,6,12,11;10,11,5,8"
186,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","9,2,5,9;11,5,6,10;10,11,2,6;5,2,10,1;1,11,1,8;6,12,8,11;8,9,10,8;2,9,1,12;12,6,5,12"
187,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","4,10,6,12;8,11,10,1;5,12,8,5;5,11,1,9;1,10,5,12;2,9,12,4;9,4,2,6;1,8,11,2;11,4,8,6;6,10,2,9"
188,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,1,6,5;2,8,5,11;10,2,10,2;8,12,11,12;8,6,1,10;11,1,12,8;1,2,12,5;11,6,5,6"
189,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,2,8,9;8,6,10,1;1,9,8,12;10,11,2,12;6,1,5,8;9,12,11,5;9,6,11,5;10,11,10,5;12,2,1,2"
190,0,38,"1,1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;4,11;0,0;0,2;0,4;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","4,10,9,10;9,8,11,5;6,1,2,12;2,5,8,6;10,5,11,9;4,1,12,11;4,1,4,10;11,2,6,9;5,2,1,6;12,8,12,8"
191,0,36,"1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4","4,1;4,3;4,5;4,7;4,9;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,12,6,8;1,11,6,2;10,6,5,6;11,5,1,11;2,10,8,12;8,2,12,10;10,5,2,1;8,1,12,11"
