Level,LevelType,LevelArrangement,ScrewTypes,ScrewCapacities,ScrewPositions,NutTypes,NutColors
141,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","5,12,1,7;9,3,1,1;7,7,6,5;12,4,4,4;3,6,6,1;5,9,10,9;6,10,5,12;7,10,3,3;12,9,10,4;"
142,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,5,12,8;2,2,2,11;11,1,12,9;5,12,5,1;9,9,6,8;10,10,6,11;8,1,12,5;9,11,1,10;2,10,6,6"
143,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,11,11,7;9,2,5,5;12,9,8,1;1,9,5,11;12,7,8,1;12,8,8,2;6,7,1,2;6,7,6,6;11,2,5,12;"
144,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","12,3,10,9;1,7,1,10;6,1,5,4;7,9,5,4;1,9,4,10;6,6,6,10;4,3,5,7;12,3,12,5;9,12,3,7;"
145,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","9,5,12,2;8,5,9,12;10,9,2,11;1,10,8,9;11,8,11,8;11,10,5,1;5,2,1,6;6,1,2,6;10,12,6,12"
146,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","2,9,1,9;2,11,8,1;11,11,12,6;12,8,12,7;7,7,6,5;1,6,6,9;9,2,8,8;5,5,12,11;1,5,2,7;"
147,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,9,7,9;12,9,6,4;12,7,4,9;5,12,10,6;4,12,6,5;10,4,7,7;5,6,5,10;"
148,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,12,6,10;11,2,8,5;2,6,2,8;10,11,5,2;12,5,11,6;8,11,8,10;12,10,6,12"
149,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,1,6,2;2,1,2,11;7,7,9,6;9,11,2,11;8,6,7,8;6,8,11,9;1,7,8,1;"
150,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,3,9,10;12,1,3,12;12,9,10,4;4,7,5,5;9,5,9,4;5,1,4,10;12,6,6,10;1,6,7,6;7,7,3,1;"
151,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,2,1,9;11,8,5,10;5,10,1,8;10,5,1,8;6,2,12,9;6,2,1,12;12,2,9,10;12,11,11,11;9,5,6,8"
152,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,5,9,5;8,2,11,5;1,12,2,2;6,9,1,6;8,7,9,5;7,7,6,12;12,11,6,12;11,1,9,7;2,8,1,11;"
153,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","9,3,6,10;6,4,9,1;10,10,7,10;1,5,5,7;5,9,9,1;3,5,7,12;4,7,4,6;3,3,6,12;4,12,1,12;"
154,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,12,2,8;2,12,2,9;5,10,11,9;5,6,11,1;10,6,2,1;1,9,1,6;5,8,5,12;9,12,11,8;10,8,11,6"
155,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,1,5,6;11,9,9,5;8,1,11,11;8,2,1,2;7,7,5,6;2,2,12,9;6,7,8,9;6,8,11,1;7,12,12,12;"
156,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,4,6,10;12,4,12,5;6,12,5,9;9,10,4,12;7,5,10,10;9,6,5,9;4,7,7,6;"
157,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,8,11,6;12,2,5,10;2,11,2,5;6,11,6,11;8,6,2,12;10,8,12,8;10,5,10,5"
158,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,11,8,8;11,9,9,6;6,8,2,2;9,7,6,9;1,2,1,1;7,11,8,1;7,11,2,7"
159,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","3,9,4,3;7,1,6,7;3,1,10,10;4,9,4,3;6,9,1,12;12,6,7,5;10,4,10,7;9,12,5,1;6,12,5,5;"
160,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,1,2,2;1,2,2,2;1,2,2,2;1,1,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","2,10,10,9;6,6,12,10;1,9,6,12;9,11,12,6;8,8,1,9;5,10,5,11;8,2,11,2;8,2,11,5;1,12,5,1"
161,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,12,12,12;1,6,5,8;11,5,2,9;11,5,5,8;8,7,2,11;7,9,7,2;11,1,6,12;6,2,8,1;1,7,9,6;"
162,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,7,6,5;3,1,12,9;1,5,3,7;9,4,4,12;10,4,1,12;6,10,3,7;7,9,5,3;4,12,1,6;9,5,6,10;"
163,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,10,1,12;12,6,12,6;10,1,8,1;2,8,9,6;2,11,2,11;5,9,5,9;8,10,8,12;6,5,9,10;11,2,5,11"
164,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","9,12,1,5;5,8,9,11;8,2,12,1;9,1,7,8;12,5,7,12;2,8,1,6;7,11,7,6;11,11,2,2;6,6,5,9;"
165,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","9,10,12,12;7,12,6,7;9,6,12,9;4,10,5,6;6,5,4,7;5,5,7,10;10,9,4,4;"
166,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","10,5,8,2;11,6,1,9;10,9,11,1;8,11,6,12;6,2,9,5;12,1,11,10;1,6,10,8;5,12,2,8;2,9,12,5"
167,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","11,8,9,6;8,6,7,1;11,7,2,7;7,1,8,8;11,2,9,1;6,9,1,11;2,9,2,6;"
168,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,7,4,9;3,1,9,12;1,9,4,12;7,3,6,10;9,6,10,3;6,10,6,5;3,4,4,1;5,5,1,12;7,10,5,12;"
169,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","6,12,2,10;8,10,5,2;6,11,8,11;5,2,10,6;12,8,12,5;5,11,8,11;12,6,10,2"
170,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,8,11,6;7,9,2,2;9,11,5,8;1,6,1,7;7,12,1,9;1,11,6,8;6,5,2,8;5,12,5,2;12,12,11,9;"
171,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","12,1,12,4;6,7,4,6;4,5,6,3;9,10,9,10;3,10,3,9;4,5,1,12;6,12,7,7;5,3,10,1;7,1,5,9;"
172,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","1,1,2,9;1,8,6,12;8,2,9,5;11,10,10,2;5,5,12,2;8,11,12,10;10,1,11,6;12,8,5,6;9,6,9,11"
173,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","5,7,2,9;12,12,8,7;5,11,1,6;8,2,9,1;6,11,1,8;5,8,7,6;9,12,11,7;6,5,12,11;9,2,1,2;"
174,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,6,5,4;12,10,4,10;10,7,5,7;12,6,12,12;7,9,9,6;7,4,9,5;9,6,4,5;"
175,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","2,6,11,5;2,12,1,11;10,2,8,1;12,10,1,8;10,9,12,9;6,2,6,9;5,8,11,5;11,5,1,8;12,9,6,10"
176,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,2,7,2;7,1,2,1;2,11,7,9;9,6,6,11;8,8,1,9;7,8,11,6;1,9,6,11;"
177,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","4,1,10,10;7,3,3,5;3,4,9,9;5,7,1,9;6,5,3,10;5,12,10,7;1,12,12,4;6,7,6,9;1,12,6,4;"
178,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,6,11,6;8,10,2,10;12,1,8,9;12,2,9,1;5,9,5,11;6,9,10,8;10,8,6,12;11,12,5,1;11,2,5,1"
179,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,8,9,7;9,5,6,12;9,1,12,7;2,1,5,12;5,6,11,8;2,12,11,1;5,8,8,9;6,1,11,7;2,11,7,2;"
180,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","9,4,5,6;9,4,7,5;7,7,4,1;3,5,6,1;12,6,7,5;3,1,3,10;12,4,6,10;12,9,10,10;9,12,1,3;"
181,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","8,2,8,2;6,10,6,10;5,11,5,11;2,10,12,11;11,10,6,8;12,5,2,6;12,8,12,5"
182,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","7,12,6,6;12,1,2,5;7,12,1,9;11,9,11,8;2,6,5,5;9,7,2,12;2,6,11,1;11,8,7,5;8,8,9,1;"
183,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","6,5,7,6;6,4,9,12;10,4,10,5;7,10,4,7;12,9,9,9;10,6,12,4;12,7,5,5;"
184,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,8,10,9;5,8,5,9;1,6,9,6;2,6,8,5;12,11,12,11;10,2,1,8;1,9,12,10;6,11,2,12;5,1,10,2"
185,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,8,6,8;7,9,2,2;1,6,11,9;9,6,8,1;11,7,9,11;6,11,2,8;7,1,1,2;"
186,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","12,12,6,5;4,3,4,5;6,3,1,4;10,9,1,3;9,4,12,5;1,10,3,9;6,6,7,7;9,7,10,5;12,10,7,1;"
187,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,1,5,9;10,2,11,8;2,5,2,1;6,12,9,6;11,8,11,8;10,9,10,9;11,12,6,12;10,6,2,1;1,8,5,12"
188,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,2,8,6;6,7,12,8;8,1,9,1;9,11,11,12;5,6,12,7;2,9,5,5;11,7,7,6;11,5,2,12;1,9,2,1;"
189,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","10,10,5,7;3,1,6,9;1,5,3,3;12,7,10,1;4,12,5,4;7,4,4,12;9,1,6,7;3,10,5,6;6,9,12,9;"
190,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2","11,2,12,11;8,5,10,2;5,8,10,6;12,8,6,12;8,11,6,12;5,2,10,6;2,5,11,10"
191,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","11,8,1,6;1,9,7,7;1,6,6,5;8,2,11,9;5,11,2,5;1,7,12,2;12,8,9,2;5,9,6,12;12,7,11,8;"
192,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","12,9,4,5;10,5,6,7;5,4,12,7;4,5,6,7;10,4,7,12;9,9,10,6;10,6,12,9"
193,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","2,10,9,8;9,6,2,6;11,5,1,12;9,1,12,1;5,9,10,12;11,10,2,5;11,12,8,1;11,2,6,5;6,8,10,8"
194,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2;0,8","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","8,7,7,8;11,11,1,8;8,9,6,9;2,2,11,7;1,1,6,2;7,6,1,11;2,6,9,9;"
195,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","7,5,3,9;4,7,12,3;3,10,12,6;4,1,12,6;12,6,1,9;9,9,7,10;7,10,1,5;5,3,4,4;5,1,10,6;"
196,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","11,5,9,1;1,5,2,10;9,5,10,8;2,8,11,2;10,12,9,12;12,9,6,12;8,6,2,1;5,6,8,10;11,6,1,11"
197,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","2,11,6,12;2,8,11,5;12,8,5,9;5,7,8,9;2,12,7,9;5,1,11,1;6,9,7,12;6,11,1,2;7,1,6,8;"
198,0,11,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,0;4,2;4,4;4,6;0,0;0,6","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","12,1,1,4;9,7,9,6;12,7,3,7;4,3,5,10;3,5,12,7;1,10,5,5;4,10,10,9;1,6,4,3;12,6,9,6;"
199,0,32,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;0,0;0,2","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1","5,8,6,8;10,11,10,2;11,5,12,8;5,10,12,6;6,11,10,2;2,11,2,12;12,6,5,8"
200,0,31,"1,1,1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4,4,4","4,0;4,2;4,4;4,6;4,8;4,10;0,0;0,2;0,4;0,10","1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;1,2,2,2;","6,1,8,5;6,9,11,5;9,11,1,8;8,1,12,2;7,6,2,2;7,5,8,2;12,7,1,12;11,6,9,12;9,11,7,5;"
201,0,8,"1,1,1,1,1,1,1,1,1,2","4,4,4,4,4,4,4,4,4,4","8,0;8,2;8,4;8,6;4,1;4,3;4,5;0,5","1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;1,1,1,1;","10,12,4,7;4,6,9,10;6,5,6,12;12,9,9,6;9,7,5,4;10,10,5,5;12,7,7,4;"
